lon,lat,cnt
121.212718,24.843941,456.2514299
121.551787,25.041911,877.2624584
121.534737,25.033547,88.54444803
121.554203,25.039734,824.2327796
121.549128,25.028301,851.5812051
121.551652,25.041207,51.47935733
121.46059,25.001444,349.3893437
121.551095,25.042345,548.4857745
121.551158,25.042361,391.3801117
121.554239,25.041224,945.4682646
121.236972,24.886124,10.8748061
121.549496,25.041134,292.1785351
121.545463,25.035642,639.6703758
121.551104,25.042345,292.0359829
121.54513,25.038024,58.82548175
121.548131,25.031092,724.2511054
121.554562,25.038711,251.5874745
121.55458,25.040921,469.7068595
121.200581,24.822176,44.99033526
121.280316,24.899578,713.6389677
121.213355,24.836555,311.4359138
121.557006,25.029602,118.0007149
121.551086,25.042337,774.4318903
121.539498,25.012921,135.6154513
121.52985,25.019109,671.315827
121.552523,25.041289,233.4274308
121.35723,24.974712,306.9309489
121.538025,25.024773,973.0347911
121.5484,25.042108,483.8434142
121.534548,25.027032,338.9105481
121.554158,25.038515,435.0799145
121.551122,25.042353,7.795471309
121.552209,25.041977,976.8950353
121.551625,25.042279,638.7949576
121.556988,25.029594,736.6612314
121.494618,25.075493,863.2744635
121.539606,25.01225,467.0781239
121.551167,25.041453,81.07331114
121.475942,25.022105,52.39914895
121.55246,25.041207,708.0629504
121.495265,25.059996,877.6454876
121.552577,25.041641,132.1382232
121.540073,25.012913,273.2028261
121.557033,25.029619,979.6865258
121.55246,25.041838,167.8925323
121.539911,25.013101,332.2619835
121.542013,25.014754,260.0624363
121.551634,25.041224,331.3915081
121.556997,25.029602,221.8033248
121.534746,25.029226,981.9061285
121.550888,25.042189,643.1059935
121.557042,25.029619,448.5597944
121.549855,25.038114,883.9644829
121.557168,25.028956,117.1118631
121.548292,25.022686,978.5689637
121.545912,25.027499,143.9739405
121.537153,25.012929,870.5131232
121.546424,25.039325,767.8104781
121.202297,24.859662,994.1638451
121.552451,25.024618,414.6206964
121.530712,25.019027,463.0400241
121.539381,25.011939,906.4783775
121.212718,24.850285,766.3062761
121.552101,25.042279,6.165899359
121.530712,25.018978,572.5998139
121.495265,25.060004,535.0991061
121.55096,25.042263,980.2432242
121.543064,25.03092,387.2784238
121.494618,25.075501,131.8810605
121.552568,25.041657,373.1784922
121.552586,25.0416,354.7337894
121.543136,25.038343,363.1432391
121.530694,25.018905,454.6322126
121.497672,25.061976,473.0527285
121.551176,25.033498,40.46114193
121.557177,25.028956,461.7839034
121.551661,25.042075,626.4284984
121.551167,25.042361,331.1913605
121.538959,25.010858,443.7996472
121.549146,25.028293,470.007598
121.212718,24.848171,545.0636751
121.551149,25.042353,368.7748168
121.548301,25.022694,918.7205146
121.548283,25.022686,568.3368407
121.317749,24.94994,102.5797102
121.550924,25.04223,307.3998067
121.527362,25.019052,937.9707377
121.551113,25.042345,339.7593622
121.551185,25.042361,253.7869308
121.537414,25.019035,909.607525
121.554176,25.039693,570.7785524
121.501319,25.065961,783.3005298
121.551553,25.041166,161.2959649
121.548077,25.04088,602.1700858
121.480604,25.079681,320.4882921
121.543765,25.037991,496.6127546
121.495283,25.059996,397.3513151
121.550933,25.042247,959.6012584
121.249926,24.834637,349.6573629
121.550906,25.042214,811.4961624
121.556683,25.041232,146.854066
121.543846,25.038016,929.8415089
121.554194,25.039734,726.0255254
121.551176,25.042361,450.1780946
121.529841,25.019109,588.4935554
121.550951,25.042263,11.3405912
121.53868,25.034382,3.597243784
121.551005,25.042296,172.8455416
121.551113,25.041142,187.3092397
121.552577,25.041625,588.7631539
121.532967,25.017267,319.0759915
121.53294,25.017177,576.9839524
121.543684,25.036199,733.409602
121.557069,25.029627,677.2406751
121.456314,25.00697,359.7376912
121.551014,25.042304,248.292625
121.53983,25.034112,332.0812199
121.543181,25.03822,683.1109529
121.550942,25.042247,493.7955241
121.260265,24.815166,835.3503549
121.529841,25.019027,379.1948487
121.286137,24.870275,538.1487605
121.497663,25.061992,860.3174289
121.530703,25.01897,950.7604767
121.489794,25.079215,539.7467032
121.553404,25.01969,841.111011
121.535428,25.017775,389.1685238
121.453259,24.9969,204.3604647
121.550978,25.042279,666.0882917
121.550897,25.042206,38.82198104
121.268332,24.903617,760.2470012
121.542893,25.02411,633.272231
121.551176,25.033506,55.38241302
121.543935,25.0256,71.91085051
121.551032,25.042312,467.6006921
121.434826,25.028718,751.4264541
121.551347,25.042353,244.7823627
121.457383,25.063891,4.9315057
121.456305,25.006912,878.8201931
121.262682,24.898939,805.7898101
121.551086,25.041117,112.4831992
121.557096,25.029635,417.7945187
121.551068,25.042329,568.6637243
121.555901,25.038417,746.6111554
121.550969,25.042271,456.1016413
121.556242,25.037328,498.5706809
121.535464,25.015876,519.334018
121.550861,25.042157,506.9580441
121.548166,25.037124,744.1916831
121.551616,25.041764,224.5189138
121.548373,25.022686,901.2786865
121.551859,25.042304,697.0021793
121.497681,25.061968,673.1591647
121.556979,25.029594,364.719313
121.551356,25.042353,326.3004858
121.456314,25.006962,518.393554
121.543944,25.025592,375.809517
121.53082,25.024961,727.9203549
121.536327,25.013666,950.2888509
121.55105,25.04232,791.8272298
121.551194,25.042361,524.8329606
121.548131,25.031084,768.9213236
121.24132,24.876323,930.5250977
121.554464,25.032991,857.1243481
121.55255,25.041355,178.9593136
121.213355,24.83444,918.2942686
121.554796,25.026484,766.4720402
121.284304,24.870087,477.5065375
121.55202,25.034267,464.6819817
121.502496,25.064226,639.7341032
121.552676,25.040659,219.4191429
121.547385,25.02596,373.6288176
121.53753,25.014902,453.1927443
121.460841,25.001452,326.9054525
121.552595,25.041502,468.2552403
121.543953,25.025575,412.2077017
121.536345,25.013666,342.1981078
121.543441,25.032115,101.4890202
121.434835,25.028718,858.9034131
121.529832,25.019035,927.5490061
121.177926,24.825357,171.7209265
121.529841,25.019044,571.8697263
121.542839,25.026697,935.8601518
121.547385,25.025976,691.4700365
121.548355,25.022694,426.9105677
121.551104,25.041134,116.0825558
121.551203,25.042361,627.6162932
121.55123,25.042369,503.9206823
121.489812,25.079223,890.3720133
121.552999,25.033932,64.29290746
121.541501,25.022481,328.3076958
121.548337,25.022694,882.4363141
121.534422,25.027024,21.91761766
121.556979,25.029586,710.256242
121.555883,25.038409,808.5103697
121.456314,25.006937,923.6538512
121.552559,25.041682,689.0339984
121.540899,25.014853,920.5435036
121.481619,25.061829,523.3046354
121.543325,25.023766,742.8991934
121.50246,25.064283,475.9565643
121.548346,25.022694,376.2228946
121.548382,25.022678,6.221063238
121.206582,24.835776,448.9926299
121.545921,25.027491,689.2846439
121.54973,25.039751,941.2003622
121.550843,25.042108,188.0023809
121.549388,25.028579,531.2678721
121.550924,25.042239,824.465919
121.552541,25.041338,819.4787149
121.548131,25.031067,525.4130287
121.550978,25.042271,888.4960747
121.550942,25.042255,188.5619784
121.453358,24.997326,810.4326613
121.557051,25.029627,746.7113558
121.550906,25.042206,777.9924929
121.557132,25.028964,448.5116854
121.53294,25.0173,179.490362
121.557024,25.02961,270.6890928
121.541878,25.021033,373.6708403
121.246216,24.813649,553.5114727
121.557087,25.028972,180.1096374
121.552469,25.041224,993.2497408
121.550987,25.042288,505.0280827
121.470768,25.024118,241.0370482
121.551625,25.041764,520.8064128
121.552002,25.040962,720.4593257
121.532985,25.017251,185.4409258
121.543334,25.023775,615.5232141
121.548391,25.022604,107.900782
121.335787,24.989524,873.3681244
121.551077,25.041109,864.5623437
121.551679,25.041977,686.5186636
121.554571,25.040921,493.846188
121.224611,24.822364,365.2230975
121.548077,25.040888,282.0067944
121.54027,25.01622,462.2810539
121.540854,25.038302,117.0632819
121.552577,25.041412,540.0182045
121.27524,24.598883,162.3651318
121.543343,25.023775,752.7583164
121.542857,25.026705,343.8044188
121.201525,24.61765,620.0840854
121.55397,25.022015,816.2000707
121.553907,25.022007,174.0656839
121.170703,24.828644,53.86215022
121.551122,25.042345,516.8029551
121.532922,25.017317,868.5373266
121.557123,25.028964,142.9239402
121.557078,25.029635,174.4423819
121.551239,25.042361,730.593113
121.212718,24.8524,844.7593475
121.553952,25.022015,421.4720882
121.550376,25.034284,715.9722597
121.548131,25.031075,886.757343
121.551302,25.042361,191.7942051
121.551005,25.042304,410.5117498
121.538842,25.034161,130.6473294
121.541905,25.021024,286.4799106
121.551679,25.041985,202.6163877
121.55255,25.041576,938.7966557
121.529841,25.019052,484.2426157
121.547385,25.025985,859.1044487
121.530703,25.018978,486.722563
121.550502,25.034276,872.8137378
121.54593,25.027491,290.6286905
121.55114,25.041166,209.8445698
121.456314,25.006953,922.9092639
121.539983,25.013117,21.81115704
121.471477,25.022211,590.9276863
121.542902,25.024127,111.2121557
121.318755,24.615999,877.9033694
121.529832,25.019027,419.9569041
121.551059,25.041085,156.5888045
121.545714,25.035585,24.02420773
121.532931,25.017194,929.9266829
121.550861,25.042149,24.33167385
121.553925,25.022007,617.9734914
121.556251,25.037328,479.632144
121.551149,25.041175,574.2900601
121.532922,25.017308,155.0880861
121.529841,25.019068,867.7959926
121.55202,25.04097,581.6220476
121.291895,24.921362,886.2904741
121.552496,25.041256,284.374547
121.552577,25.041437,956.3247279
121.551068,25.042337,943.8781669
121.200438,24.820036,141.9613311
121.530676,25.018872,389.7601154
121.553961,25.039472,807.686941
121.537153,25.012921,948.9798618
121.55246,25.024618,309.4184567
121.443261,25.007101,199.3152935
121.540127,25.0127,503.2730753
121.551868,25.042304,796.0294576
121.552586,25.041445,651.6767389
121.557248,25.028964,53.55435624
121.54814,25.031067,493.8356636
121.174225,24.822323,639.7552728
121.548283,25.030912,467.2540651
121.556188,25.037328,625.1794588
121.55644,25.040454,252.6428521
121.551571,25.041494,567.6512259
121.552155,25.041404,436.5659902
121.556709,25.041347,151.7783036
121.257831,24.835719,564.5014779
121.456305,25.006921,946.3196077
121.203761,24.836006,24.20065382
121.551679,25.042009,341.3377672
121.557204,25.028956,964.3552233
121.553871,25.022015,869.2617366
121.553943,25.022015,513.505893
121.453277,24.9969,435.8226057
121.551679,25.041936,466.5690461
121.279148,24.889598,678.8282984
121.555766,25.038711,995.0903668
121.557015,25.02961,781.9385914
121.532689,25.019666,242.6809441
121.552416,25.033334,337.396508
121.530236,25.018626,153.9199477
121.55052,25.034267,177.9288308
121.497663,25.061984,578.9841953
121.529841,25.018986,299.5021724
121.552424,25.04187,196.6048948
121.501328,25.065953,310.5539559
121.530694,25.018929,994.764293
121.50246,25.064275,699.0351138
121.496082,25.085253,467.0043703
121.456511,25.016948,712.7099273
121.550906,25.042222,248.0191975
121.533093,25.020042,640.7541775
121.550888,25.042198,537.5361227
121.538707,25.011726,112.0904429
121.552029,25.040978,156.5863291
121.076749,24.745077,444.7027229
121.532904,25.017325,850.6862799
121.497672,25.061968,154.4742643
121.55591,25.038425,843.7077145
121.545561,25.026648,556.6172301
121.556431,25.040463,805.1830689
121.539399,25.012806,684.5351366
121.551661,25.042083,960.5455473
121.556988,25.029013,545.1138644
121.53824,25.012471,885.1110479
121.546154,25.039391,645.3029849
121.547681,25.037549,919.6997597
121.557257,25.028964,360.8809852
121.554625,25.032991,19.29367536
121.532742,25.017382,827.2402316
121.552514,25.041281,17.47851459
121.552398,25.041158,727.4463651
121.556781,25.041477,729.6677342
121.551652,25.042099,969.2214221
121.443252,25.007109,137.1246141
121.552478,25.04124,956.9290519
121.556278,25.037336,363.5563158
121.550915,25.042214,120.8574432
121.551095,25.042337,43.99663448
121.308658,24.847097,969.0122481
121.552577,25.041617,248.0998814
121.529841,25.01906,435.202529
121.551616,25.042149,178.5274151
121.543944,25.025584,970.0668178
121.497654,25.062001,343.5223144
121.460751,25.001387,912.4874515
121.551113,25.04115,448.9355585
121.539615,25.01225,675.9623671
121.274531,24.600904,789.2250665
121.55246,25.02461,410.3609958
121.552586,25.041608,810.9525882
121.497277,25.061992,930.7100448
121.465423,25.009941,760.4574223
121.556718,25.041387,537.6547754
121.550879,25.042165,494.8767198
121.529859,25.019142,572.7355495
121.532868,25.017349,52.06203671
121.541959,25.021024,793.8117535
121.556674,25.041224,865.0828173
121.551338,25.042361,280.8237056
121.557159,25.028956,275.8742309
121.548328,25.022637,761.1475368
121.463833,25.01807,591.9366438
121.551391,25.042345,694.4223738
121.550879,25.042189,307.1736241
121.212718,24.854515,325.7121827
121.502469,25.064283,969.4060405
121.544106,25.038261,424.0856018
121.549765,25.039251,99.32207864
121.557141,25.028964,390.852051
121.309215,24.854302,999.6572374
121.543819,25.038007,328.5875314
121.551059,25.042329,804.0905143
121.54867,25.040111,891.7900324
121.540261,25.018332,251.751779
121.550538,25.034267,553.1995588
121.205585,24.876438,856.4583888
121.551715,25.041854,404.5416077
121.55185,25.042304,133.1570713
121.541941,25.021024,332.902454
121.541923,25.021024,897.4978148
121.538007,25.010121,953.5862782
121.551338,25.042353,154.2131513
121.551239,25.042369,170.4458618
121.55087,25.042173,896.0293142
121.540854,25.040446,112.4300948
121.552362,25.02393,870.7996196
121.547385,25.025952,905.8019973
121.551409,25.042329,503.1373606
121.55185,25.024053,520.4399051
121.552568,25.041674,368.4516421
121.543369,25.023791,54.13254026
121.555236,25.038392,587.9379305
121.532949,25.017292,980.6946028
121.538923,25.025436,800.0776716
121.557356,25.035258,352.0054545
121.463833,25.017006,970.7238385
121.550251,25.020795,603.1033836
121.551077,25.041101,772.5404327
121.078141,24.746767,125.8807007
121.551571,25.04151,778.5753118
121.552487,25.024593,294.2884193
121.551248,25.041207,579.5824228
121.497681,25.06196,259.1620381
121.552469,25.02461,200.4257446
121.555084,25.038392,475.2923598
121.532958,25.017276,517.055481
121.550933,25.042239,903.917162
121.552505,25.041289,897.8956397
121.541223,25.028604,717.3891588
121.529841,25.019101,345.8718284
121.210544,24.824168,700.6084208
121.187421,24.856457,378.1575735
121.540109,25.012716,802.0328688
121.545292,25.03908,263.1740802
121.551607,25.042189,967.6499095
121.540109,25.012724,405.9860742
121.551212,25.042369,213.3253029
121.550987,25.042279,566.0093976
121.553188,25.033072,470.208562
121.54814,25.031059,262.5433383
121.551131,25.041158,513.4240618
121.54336,25.023783,705.8423679
121.557168,25.028964,578.9166515
121.530694,25.018921,940.4919678
121.485338,25.077513,458.9528557
121.534036,25.033498,820.0925744
121.551248,25.042369,647.7416754
121.552586,25.041617,469.0910915
121.553116,25.044006,47.05092808
121.538716,25.012995,143.2579995
121.551688,25.041224,801.7238178
121.532778,25.017382,838.4676514
121.554536,25.03561,247.5646289
121.550915,25.04223,564.8589189
121.550915,25.042222,71.54168218
121.55167,25.042018,780.6294656
121.550861,25.04214,238.7453606
121.456673,25.006544,307.0984376
121.470552,25.062344,929.8981389
121.530667,25.018855,879.962548
121.542893,25.024118,913.0233201
121.47145,25.072245,588.2362363
121.556862,25.036952,289.492352
121.536533,25.008468,197.328038
121.551311,25.042361,271.1917235
121.306798,24.864727,968.0895178
121.534395,25.031362,697.7337161
121.550987,25.040692,952.5181969
121.538842,25.034185,451.9786214
121.554527,25.035618,282.297208
121.532985,25.017243,565.5528636
121.538016,25.010113,603.0021161
121.463833,25.017718,183.8076182
121.551382,25.042345,247.5156483
121.550852,25.04214,668.7193078
121.543459,25.032156,850.2982839
121.551059,25.041068,567.8509101
121.530461,25.00205,33.016025
121.55167,25.04205,739.9035694
121.460545,25.001649,175.4139211
121.550996,25.040684,418.0308611
121.551005,25.042288,623.2806166
121.553413,25.019248,993.9927938
121.55706,25.029627,879.0789036
121.460374,25.007584,660.6584611
121.222572,24.839728,457.9223523
121.551616,25.042181,978.8110855
121.548822,25.040471,515.5574782
121.532976,25.017259,217.2557683
121.529841,25.019019,855.9341894
121.550888,25.040839,63.85313042
121.231636,24.825881,443.074313
121.189622,24.855793,772.6984798
121.449522,25.00548,855.883175
121.552487,25.041256,371.5910063
121.551059,25.04232,687.4564052
121.55246,25.041216,177.659783
121.556736,25.04142,914.6630625
121.536902,25.013952,583.2699113
121.456314,25.006945,238.8049175
121.556161,25.041928,333.0150414
121.534521,25.029692,391.0425297
121.547565,25.025043,350.2004725
121.547592,25.025043,268.8081237
121.549765,25.021426,62.06467501
121.557195,25.028956,331.0028706
121.497187,25.064365,766.4464429
121.453242,25.048875,923.4873847
121.531925,25.024765,204.8281796
121.551122,25.040602,523.5155257
121.551679,25.041968,720.3562433
121.491716,25.063825,376.5616396
121.532922,25.017202,386.0150781
121.545885,25.027515,725.0241713
121.55087,25.042165,985.3690675
121.262583,24.815166,339.765057
121.55388,25.022015,336.6814128
121.536821,25.011578,116.6923834
121.543289,25.02429,866.6461014
121.551329,25.042353,873.0395347
121.551077,25.041093,864.0375802
121.552227,25.0247,336.4123028
121.551068,25.041093,526.9633136
121.543325,25.035953,650.1448478
121.463833,25.017243,829.0711173
121.536327,25.036755,867.8984177
121.545552,25.026648,787.2468406
121.547547,25.037385,592.4818799
121.273498,24.815937,766.8848788
121.551373,25.042345,823.4319597
121.552416,25.041175,419.3580401
121.551814,25.038204,585.885841
121.550879,25.042173,647.4728763
121.55087,25.042157,941.3637853
121.354867,24.976055,896.7366045
121.543917,25.025624,877.859676
121.536255,25.013641,870.1559858
121.543917,25.038057,89.20474802
121.551957,25.040946,538.6715809
121.543019,25.025616,745.0470632
121.484539,25.069954,787.0739237
121.551005,25.040684,603.8646331
121.201875,24.588008,846.839614
121.496127,25.067761,272.9955812
121.176012,24.827931,399.0236976
121.551167,25.042517,177.7859639
121.459943,25.007174,764.1236156
121.557159,25.028964,180.5787851
121.463833,25.016825,186.4808478
121.548822,25.040454,224.3667568
121.549388,25.025387,638.5874964
121.457095,24.998399,826.8189506
121.548364,25.022694,969.8276974
121.283505,24.900397,346.5921119
121.545921,25.027499,542.4010874
121.530703,25.019027,415.3655642
121.539588,25.012258,649.7808029
121.551679,25.042001,352.5626541
121.551086,25.032131,955.8704264
121.529841,25.019011,653.3735761
121.554419,25.033007,49.01055304
121.497322,25.062017,620.2637186
121.550421,25.034284,920.900411
121.538842,25.034194,532.254779
121.343961,24.984415,236.1513168
121.552496,25.041265,892.5954355
121.552523,25.041297,115.4914314
121.54716,25.02393,678.3724966
121.550969,25.042279,389.4738957
121.429706,25.001714,659.9931131
121.554562,25.032991,614.0783894
121.49734,25.062025,737.7123642
121.550933,25.04223,988.7787386
121.538078,25.010915,443.5045272
121.55167,25.02465,93.45802773
121.213984,24.838637,919.2335712
121.551023,25.042288,223.6602675
121.545579,25.026639,474.0284601
121.179157,24.823373,660.9243661
121.551373,25.042353,702.2855547
121.532913,25.017227,751.9796647
121.211586,24.838416,159.9883528
121.556638,25.040324,92.73957304
121.532904,25.017235,616.8972229
121.456125,24.996008,291.3015641
121.52985,25.019126,682.7386582
121.553898,25.022007,714.3686443
121.543837,25.038024,927.1387459
121.554428,25.033007,131.5767733
121.463833,25.017194,654.6300892
121.549253,25.040021,249.0678155
121.543298,25.02429,811.7066797
121.553556,25.043851,478.9381971
121.557213,25.028964,886.9451553
121.551643,25.042124,786.8039635
121.543495,25.024069,854.8423909
121.552514,25.041273,636.4881524
121.552568,25.041396,854.945835
121.4643,25.009835,254.7250371
121.554554,25.032991,734.7354635
121.549837,25.034095,195.0125164
121.55255,25.041338,780.7739846
121.532994,25.017227,756.0169523
121.551679,25.042026,779.4647196
121.530703,25.018962,571.8096756
121.557204,25.028964,193.9661814
121.54955,25.040855,246.9551352
121.552577,25.041486,777.8533495
121.552505,25.037623,451.5190106
121.211918,24.842383,265.4393659
121.55255,25.041347,700.1446485
121.557347,25.028997,473.9876365
121.556943,25.029561,564.7314302
121.551418,25.042337,8.579508218
121.457509,25.026304,923.349505
121.551275,25.017448,518.5679441
121.529841,25.01897,412.7777851
121.530685,25.018888,193.3619654
121.550951,25.042255,100.4892085
121.259241,24.907083,506.5088768
121.553053,25.033915,772.2842758
121.55087,25.041011,804.2978198
121.552532,25.041608,818.5693328
121.543289,25.030912,184.9889939
121.473148,25.020263,468.8378587
121.556287,25.037336,248.7101587
121.542902,25.024135,429.1795677
121.550834,25.042099,302.8531718
121.552559,25.041379,633.1426151
121.547385,25.025968,376.4212231
121.306106,24.861793,780.7949587
121.549496,25.025371,446.9246746
121.547385,25.026017,104.3445356
121.551329,25.042361,852.6829229
121.543334,25.023766,213.168342
121.552676,25.033883,980.7558715
121.552487,25.04124,153.5514366
121.530685,25.018896,92.74999332
121.530685,25.018905,455.3704782
121.552451,25.041846,699.6700769
121.55617,25.037328,332.8504739
121.556943,25.041649,482.1912616
121.201399,24.874078,444.4816183
121.549038,25.032827,487.974681
121.555694,25.030159,70.65165433
121.536381,25.013658,532.6865529
121.545939,25.027482,821.9118405
121.556691,25.041306,15.45704092
121.544268,25.032131,678.0468703
121.552442,25.024626,885.0795692
121.554024,25.022015,32.3418791
121.55255,25.041715,922.4115665
121.551652,25.042108,380.0038546
121.552568,25.041469,177.0653898
121.55167,25.041887,662.3850003
121.530694,25.019126,585.6549454
121.551948,25.041437,691.6175934
121.308496,24.862121,247.6500458
121.213355,24.83867,937.5864664
121.541267,25.013216,498.3291768
121.55096,25.042271,635.3449815
121.501301,25.065985,755.5069925
121.553961,25.022015,954.267512
121.25033,24.912728,432.9451379
121.55132,25.042361,288.0071489
121.554446,25.032999,754.3627741
121.548508,25.022498,232.6255383
121.5514,25.019748,122.770138
121.549514,25.025363,493.6969099
121.557239,25.028964,87.97302737
121.429328,24.986969,912.4380581
121.532329,25.02217,913.8527492
121.550888,25.042181,857.5520455
121.544016,25.038138,87.54643009
121.550879,25.042181,408.4112582
121.545543,25.026648,808.3674625
121.529859,25.019101,262.9869714
121.541492,25.022481,62.61098166
121.548023,25.037214,574.8110814
121.550861,25.023693,331.4935856
121.53868,25.034398,941.5166115
121.54195,25.021024,504.130436
121.550511,25.034276,795.3690685
121.551634,25.041297,364.818679
121.556961,25.029578,20.26921769
121.551661,25.04187,420.090766
121.540073,25.037304,239.0281659
121.551634,25.041805,769.804287
121.224045,24.843056,544.2727397
121.543441,25.032131,51.98271874
121.559315,25.016359,857.5894262
121.55255,25.04133,93.97776544
121.553134,25.043032,194.8956802
121.550493,25.034276,284.7406806
121.323273,24.879273,64.72394067
121.554598,25.039153,629.674752
121.543504,25.024012,380.9384029
121.54345,25.024176,142.6717511
121.328142,24.974679,713.4252758
121.499056,25.068227,549.9325904
121.46889,25.001329,307.8185936
121.553233,25.033105,879.1793024
121.29433,24.882174,266.7715776
121.543109,25.038327,506.9824176
121.550951,25.040741,837.6963788
121.182004,24.67609,317.568611
121.551544,25.015385,420.651227
121.539597,25.012258,469.1909126
121.297554,24.92246,856.1099955
121.534584,25.026058,697.8088805
121.543926,25.025616,875.0747736
121.557087,25.029635,954.8386194
121.47755,25.032434,368.943152
121.548903,25.040332,345.238479
121.534674,25.025976,408.4904652
121.543729,25.037983,15.52232804
121.495274,25.059988,550.6455647
121.280055,24.898972,511.626588
121.547672,25.037533,836.3826397
121.554545,25.035593,501.3343903
121.551589,25.042206,905.2449112
121.555775,25.038728,53.69412779
121.55335,25.019093,575.2667986
121.54814,25.031051,224.4474953
121.550843,25.042116,84.54788969
121.551113,25.03331,112.4618764
121.55697,25.029586,137.1398298
121.554347,25.028579,713.4157653
121.532949,25.017284,188.453307
121.552586,25.041592,698.8832694
121.552559,25.04169,608.9263882
121.552424,25.041191,403.3851161
121.532311,25.02217,98.23747619
121.551248,25.042361,994.5720617
121.543441,25.032123,339.8263563
121.550466,25.034276,652.0694898
121.552442,25.041207,376.7552965
121.55105,25.041036,823.5285806
121.550547,25.034267,269.1692169
121.542884,25.024086,302.1172381
121.552568,25.041649,425.2826123
121.547385,25.025993,33.30030611
121.552514,25.041289,114.8223482
121.554455,25.032999,106.364407
121.532221,25.02217,412.2141563
121.551167,25.042353,19.68824301
121.551014,25.042296,155.6460246
121.538447,25.029962,85.48554488
121.485356,25.077505,95.26203828
121.544124,25.038302,246.8272594
121.245201,24.867751,171.0402254
121.557096,25.028972,90.34252146
121.5522,25.041968,169.4538479
121.55458,25.032982,404.0882265
121.55732,25.02898,626.3314803
121.556683,25.04124,298.1610613
121.533281,25.0201,892.5989116
121.530676,25.01888,219.1157692
121.542875,25.024053,524.5307536
121.551014,25.042288,271.1330754
121.551975,25.041928,237.3693504
121.550897,25.042198,655.7044206
121.551041,25.042312,52.92600686
121.463833,25.017398,416.0082298
121.55255,25.041363,575.7156858
121.530658,25.018839,579.6460163
121.547771,25.037598,595.4342986
121.532949,25.01798,774.515547
121.552622,25.024233,3.850869431
121.551167,25.041183,375.4760933
121.472052,25.034922,274.7253885
121.55105,25.041052,962.2444239
121.551023,25.042312,610.6456808
121.456502,25.016948,245.4231632
121.550924,25.042222,234.8780848
121.551068,25.041085,188.0407312
121.539974,25.012995,412.6203234
121.55087,25.040905,297.2959785
121.554931,25.038425,358.3554292
121.551167,25.040585,122.1063458
121.550834,25.042075,204.1926458
121.25925,24.907083,697.1615136
121.529886,25.01888,787.3905774
121.544133,25.038343,903.5960055
121.259277,24.907091,565.1750356
121.552631,25.02429,604.6003347
121.55264,25.025109,186.1476268
121.541995,25.021033,643.3216183
121.529895,25.018839,509.294779
121.143466,24.954264,351.6823939
121.542884,25.024069,235.4974081
121.550888,25.042173,656.646574
121.460653,25.001493,132.9962064
121.2559,24.912244,597.518334
121.536884,25.041633,570.8236801
121.190448,24.835416,263.7163952
121.551149,25.029267,531.5907558
121.551257,25.041207,135.9710049
121.550897,25.042214,679.3715093
121.551131,25.042345,976.6067868
121.532958,25.017104,87.55960934
121.543756,25.037999,660.6873756
121.532904,25.017317,60.6302056
121.532913,25.017218,586.1212804
121.556862,25.041567,116.6922071
121.535581,25.01545,785.2687994
121.543935,25.025592,94.26951574
121.552523,25.041314,142.7770811
121.45723,24.997899,495.1658719
